CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
7/12/2018,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","I bought this grinder about four months ago, what a great tool. However a month ago it started acting up, it would run great then just shut off after using it for two minutes or less. Let it cool down we thought, made no difference the poor thing will not get me through on frame in about a minute or two. Very frustrating trying to do production work installing H.M. frames. A friend of mine has the same one and his works great! Maybe I got a lemon. Not sure what to do since I have other Milwaukee tools with the HD batteries that I truly love. Any advice to fix my problem?",4
7/12/2018,48-11-1830,V18™ Lithium-Ion Battery,"Switched to these when they stopped making the NiCad batteries.  I haven't noticed any practical difference.  I have a half a dozen of these and used to have about half a dozen of the 28 volt. I have had to replace a few over the years but not any more than my Makita batteries.  3 AH is good enough for what I do with the tools. Drills last about a week of average use, Sawzall lasts maybe 15 minutes of continuous cutting but most of my cuts are done in 15 seconds or less. They seem to last about 3-4 years of abuse and dragging them under houses. They seem a little less susceptible to getting wet than my Makitas. I wish they still made the V28. Once my last couple batteries die I will have a bunch of useless tools. Since this review is for the V18 and not the V28 I am giving 5 stars.",5
7/12/2018,48-22-7125,25ft Magnetic Tape Measure,If you are working with mild steel or anything magnetic or even doing lots of cuts on a band saw this thing will be a life changer.,5
7/13/2018,49-56-7250,"Large Thread Quick Change Arbor, 3/8""","After reading the on-line reviews I realized how quick and easy it is to use this product. However, I should not have to search the internet for reviews to figure this out. It is very easy but not immediately intuitive and I almost returned it like others. If I don't know how it works it has no value.",2
7/13/2018,2550-20,M12™ Rivet Tool (Tool Only),I’m a professional large equipment mechanic and this rivet gun saves time and my wrists. Can’t say enough about it.,5
7/13/2018,0886-20,M18™ Jobsite Fan,I love this fan. I work as an electrician in florida.i spend 90% of my work week in the heat. This fan really helps but it is lacking. It moves air great but I think it needs to have one or two hooks built into it like the ridgid fan which I also own and use more often due to being able to hang it from a ladder with ease or off a 2x4 next to me in an attic. You guys really need to figure out how to incorporate something like that. It would be a huge upgrade to this unit. I love power and the efficiency of this fan just want the ability to hang it with ease.,3
7/13/2018,2257-20,102 x 77 Spot Infrared Imager,"Great visibility! But, after testing temps with other spot readers and contact thermometers, the temp readout is not accurate. I tried it on multiple surfaces with known temperatures. The resolution is quite nice, and it's actually easy to make out images unless everything is literally the same temp. It will show you nice shades in variance, so much so you can see studs in a wall. I don't think you can beat the price and sturdiness of this unit, but I can say you can beat its temperature readout. I read reviews on other sites and came across one describing this same problem (off about 10 degrees +-). Took a chance because Milwaukee represents excellence. Excited and disappointed all in the same breath.",3
7/13/2018,6034-21,"5"" Random Orbit Palm Sander",Owned this sander for less than a year and in that time I’ve needed to replace the sanding pad and today the bearing completely fell apart and the hook and loup pad fell of the sander. This is not typical of this company but I’m disappointed in the the performance of this sander!!!,1
7/14/2018,2725-20,M18 FUEL™ String Trimmer (Tool Only),"I waited to review this tool until I have put a few months in to make a reasonable evaluation.  I use this trimmer primarily around my home and those of my father and my son for the purposes of keeping down the usual spring and summer annual weed crops.  I could cut a half star or so if I wanted a tool that would cut on a vertical, like edging along sidewalks.  But that would imply that such vertical cuts are somehow necessary, which they are not.  I do, in fact, cut along sidewalks but instead of attempting to cut a groove perpendicular to and alongside the sidewalk, I just let it cut flush with the surface of the sidewalk and an inch or so beyond the edge of the sidewalk to get the desired manicured effect.  

As with almost any tool, one has to learn its strengths and weaknesses.  I have noticed that this tool works almost as effectively at half throttle as at full throttle which gives me more work time on a charged than my arm can handle, so it's rare for the battery to go below half charge before I need a rest.  I always attempt to leave at least half battery charge on these tools to prolong the life of battery instead of draining them down to zero each time.  This is a great tool.",5
7/15/2018,2890-20,M18™ Jobsite Radio,"Love this radio. I’ll put my 9.0 battery on it, play music on a 8-14 hour shift 4-5 days and charge my phone some days and still have 1 bar to use on the 4th or 5th day. I do electrical remodels on hud housing so it tends to take a beating and get wet but it hasn’t let me down yet",5
7/15/2018,2657-20,"M18™ 2-Speed 1/4"" Hex Impact Driver (Tool Only)","I use this impact driver for installing 3"" deck screws and it is a beast. I've used other impacts in my Constrution business and Milwaukee 2657-20 is the best.",5
7/15/2018,2550-22,M12™ Rivet Tool Kit,"I wish they made it M18 since all my wiress tools are M18 it save me lots of time and effort, it is so easy to use unfortunally it gets jam everyonce in a while but then again its very.eazy to remove the jaws and have back in time in minutes or even on seconds...
Its may seem expensive but once you star using it you be glad you spend that cash...",4
7/15/2018,48-22-5525,Magnetic Tape Measures,It is a good tape measure but the blade cuts grooves in the housing and makes retracting a pain and the numbers wear off quickly,3
7/15/2018,48-22-4510,Left Cutting Aviation Snips,"The snips cut great but I used them for 2 hours cutting light gauge metal studs and my ring finger had a bubble blister. Handle needs to be more smooth, not comfortable to use.",2
7/16/2018,2203-20,10-1000Ṽ Dual Range Voltage Detector,"This tester has been one of my favorite I've ever owned. (Usually bought Fluke) It's small enough to fit in my shirt pocket, and the off/on button is on the END!!  Which I absolutely love!  However... the button material/design needs some help.  I bought my first from Grainger, lasted about 3 months, then the button broke.  Grainger gladly sent me a new one for free, but it lasted about 3 months also.  Fix the button issue and it's an awesome product!",3
7/16/2018,48-22-3075,Modular Crimper,Great product but it's missing a key component that this type of crimper should have which is a cutter.  For RJ-45 type connectors you need a straight cut to ensure a proper fit in the RJ-45.  I realize you can make a cut with scissors but its much easier when the crimper has the cutter built in.,3
7/17/2018,2637-20,M18™ 18 Gauge Single Cut Shear (Tool Only),"I purchased this tool and ""LOVED"" it.  However, when it was time to get replacement blades after using it for a bit, I found out that the replacement blades combined cost more then the unit. The Center Cutter is $174.00 and the Lower Cutter cost $174.00 as well. That is down right ridiculous considering that the Unit itself costs $279.00 without batteries or $479.00 with a battery. I suggest purchasing a Keet instead or some double cuts as the blades aren't ""Made of gold"" like Milwaukee thinks they are.  Thanks for having me waste my hard earned money on this product Milwaukee",1
7/18/2018,48-22-8201,Ultimate Jobsite Backpack,"I upgraded, or so I thought, to this pack from the regular backpack.  It leans way too far to the front. The zipper is not placed correctly to distribute the weight properly at all. This pack was obviously never tested in the real world at all. Shame really. Could be best backpack on the market.",1
7/18/2018,2454-20,"M12 FUEL™ 3/8"" Impact Wrench (Tool Only)","I'm a heavy equipment generator technician. This is my right and left hand when I step out of my service truck. I have beat the life out of the original 1 I purchased 4 years ago and it is still running strong. It is not uncommon to run in and out 400 to 600 bolts a day. The batteries are starting to show there age in that they are not holding up as long, but that is to be expected by now. Just bough 2 of the 6 amph batteries and they will run all day each. Mine is missing the clip it gave up the ghost 2 years ago and all the paint is missing, but it's like I said I beat the life out of this thing because it will fit almost any where. I bought a second just in case something happens to the original. I would be lost without it. I was the first in our shop to own one of these now every technition in our group of 25 now owns one.",5
7/18/2018,2763-20,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Friction Ring (Bare Tool)",have used it daily for  4 years now. I  a heavy equipment/ large generator technician. Use this to remove large bolts that have been torqued over 400 LBS. Also this only part off my Milwaukee arsenal of 17 M12 and M18 tools that are used hard every day.,5
7/18/2018,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)","Small size fits in the toolbag well. M18 gets me through a few days before I need to charge. SUPER quiet. In HVAC we screw into metal almost all the time. I had a regular impact ONCE. It was so loud it was making one of our clients nervous he kept asking if everything was ok. I started with a drill driver but it was big in the tool bag and hard to get into a few places. We work in tight cramped areas alot too so size helps. Also with this vs the regular impact it's easy to drop in bits you dont have to pull up to lock them in they just pop in and of course pull up to release. 
I really like the drive settings as well 1 2 3 and a self tap. This is my perfect drill for my job",5
7/18/2018,2313-20,M-SPECTOR 360™ Console (Tool Only),Doing havc maintenance I bought this to look inside small dark places on hvac units (blower motors heat exchangers evap coils) and it's perfect. Drill a few holes near the area and have a look. I carry this in my big tool bag with everything else because EVERYTIME I leave it in the truck I need it. So I keep it with me. I've had it for 3 months and all of a sudden the picture would get all distorted like a cracked cell phone. Keep in mind I have nice gear and I dont bang my stuff around at all. So I noticed when bending the wire around it went back to normal. After a few days the screen went black. Now I love the idea. A few other brands had them cheaper but I simply returned it to get a new one and havent had another problem. Yet. The ONLY thing bad I would have to say is that its awkward to have in a bag. Maybe in future designs we can have something that looks like just the bendable camera that attaches to a cell phone so we can take video and pictures? I can see wrapping that up and strapping it to sidewalk in the tool bag,4
7/18/2018,48-22-1985,FASTBACK™ Hawk Bill Folding Knife,"I'm in hvac I bought this specifically to cut foil tape and pookie on and around plenums and hidden screws. This is perfect. I was using stubby flatheads before and/or boycotters. The angle on the hawk bill is perfect for those cramped hard to reach areas. Small like a stubby sharp like a box cutter. The only draw back is the clip, it's a bit flimsy. Theres another hole at the other end of the knife. Is that so we can switch what side the clip is on?  I dont remember reading or seeing anything about it anywhere",5
7/18/2018,48-22-2404,4 PC Hollow Shaft SAE Nut Driver Set,I bought these when I was working as a plumber. They worked great for installing new toilets and other fixtures. They are very sturdy. I transferred them to my hvac tool bag and they are perfect for those stubborn screws or bolts. If I dont want to drain my impact I use these to loosen things up a bit. I should have gotten the full set for those bigger blower motor bolts the ONLY thing is I wish the holes were deeper. It would make installing sinks a breeze and we can ditch the basin wrench !,5
7/19/2018,48-22-6312,"12"" Straight-Jaw Pliers",These feel pretty good light and strong. I havent chipped any of the teeth on the jaw yet (plumbing/hvac). Loving the knockout end! My only complaint would be the handle. Trying to squeeze things down is a little uncomfortable. Working with them in any other ways feels fine,5
7/19/2018,48-22-3079,Combination Wire Plier,"I've upgraded to these. I REALLY like the feel of them I almost didnt by these because I dont like the spring action, but I'm sold now. I like using these to work with repair low voltage wires. Why is there NO crimper? All the basic ones have them",5
7/19/2018,49-24-0146,M12™ Work Light,Very good work light. Feels cheap and loose but I havent had any issues yet. It is VERY bright! I wish the magnet was stronger or longer down the handle. In havc I'm usually trying g to stuck these on the inside of a metal compartment. If I'm pulling a blower motor the unit with shift a big and the light will fall into the duct or plenum. Other than that I love using this light!,5
7/19/2018,48-22-8201,Ultimate Jobsite Backpack,"The current design makes the whole backpack lean forward on itself. The best way to use it is to hang it using the top strap onto 3"" screws driven into a stud, or build a stand out of scrap 2 x 4's. Great idea, poor execution. 
It would be nice if they had a real tradesman in the design dept. Someone who actually works in the field 50 hours a week.",2
7/19/2018,48-22-1920,Duct Knife,The sheath snapped after two weeks. I cannot find a way to just buy the sheath.,1
7/19/2018,2860-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Pin Detent (Tool Only)",I’m a professional large equipment mechanic and with the product line out by Milwaukee I never touch my air tools anymore.,5
7/19/2018,2646-22CT,M18™ Cordless 2-Speed Grease Gun Kit,If you ever greased a backhoe you’ll appreciate this tool and with a fleet of 30 this is a huge time saver. I had the yellow brand and tried a fellow mechanics Milwaukee. The next day I had one.,5
7/19/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,"It’s huge..... but  it has power for days, will run circles around the 9.0!",5
7/20/2018,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)","I have a lot of current Milwaukee, along with other brands, Milwaukee has stepped their game up! BUT my fancy new Surge impact is not as strong as my standard impact (2656-20). Help! What am I doing wrong. I can’t say anything bad at all about any other Milwaukee tool I have in my collection.",3
7/20/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,If HD12.0 M18 Redlithium is anything like my HD 9.0 battery's we got a winner!,5
7/20/2018,2475-20,M12™ Compact Inflator,"Was very sceptical as to weather this tool would or even could perform the task I bought it for, after seeing product reviews on YouTube. Base on duty cycles and the need to run it at 80psi. 
My single intended use was for charging PET bottles in a bottle rocket launcher with school students in STEM activities. 
The launcher is designed to run off an air compressor which having a large tank provides both pressure and volume so I was worried that this would not work, having no real volume. It kinda worked at first. So after redesigning and re engineering the launch mechanism so it was able to hold a volume of air it now works absolutely perfectly every time. My concern about duty cycle isn’t even an issue in this application. It only takes about 30seconds to run up to pressure and works every time. 
This is a real time saver as previously we had to take a electric air compressor leads and hoses out to the oval. The air pump is brilliant and I’m finding more uses for it al the time.",5
7/20/2018,2365-20,M18™ ROVER™ Mounting Flood Light,This is a good work light except for 1 problem. When you have the light hanging from the magnets you are limited on the adjustment of the light. You can not move it in all directions. If the pivot point were on the other side you would have the ability to move it in all directions.,3
7/20/2018,2753-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I've owned makita (formerly my fav), and Dewalt, and there is no comparison. Milwaukee is underrated if you ask me. Hands down the top cordless tools on the market. A little pricey, but so worth it!",5
7/20/2018,2503-22,"M12 FUEL™ 1/2"" Drill Driver Kit","I use this drill on many different projects like building cabinets, drywalling, and basically, anything you could think of to put screws into besides concrete drilling. But obviously Milwaukee makes other drills for that.",5
7/21/2018,2725-20,M18 FUEL™ String Trimmer (Tool Only),"I just used mine for the first time today and couldn't wait to come in and write a review.  After watching some YouTube videos, I learned how to use it as an edger and it did an awesome job.  Because of it's lightweight it was easy to use in the upright angle for an extended period of time.  Loved the variable speed, I didn't have any burn.  And being electric, it was so much quieter and made the experience more enjoyable and not like a chore I just wanted to get finished quickly.  Why didn't I buy this sooner.  Thanks Milwaukee, you rock!",5
7/21/2018,2863-20,"M18 FUEL™ w/ ONE-KEY™ High Torque Impact Wrench 1/2"" Friction Ring (Tool Only)","I work as a Structual Ironworker, I convinced the company I work for too buy one of these for impacting our structure, well they were so impressed with the torque ability they went and bought 2 more. 
These are powerful impacts and there size is perfect for fitting in tight spots. We are getting about 400 bolts impacted at roughly 300+ ft  
pounds of torque. Would highly recommend these for the Ironworker. 
Milwaukee Needs a 1” impact now",5
7/21/2018,48-22-8220,"24"" Hardtop Rolling Bag",Why isn't there a way to lock the box so you can leave it places? The pack out boxes are just boxes that lock without pockets like the rolling toolbox.  Why don't you have a rolling tool storage with pockets and  sleeves that lock?,3
7/21/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","I agree with Big Rock, in that the Oiler does put out the oil. If you run this saw for even 5 seconds, it will drip a bit for a minute. Maybe about 3/4 a teaspoon. But after that it doesn’t leak a drop. Not a big deal to me. Better than to little oil. As for performance, I made 56 cuts through green hardwoods. Everything from 1 inch limbs, to 14 inch logs, over the course of 5 hours. And still had half of the battery left. When cutting, the motor never bogged down, and it ate everything I gave it. Even Beach wood was no problem. I would guess that a 14 inch diameter tree could be felled, and bucked for the splitter with one battery. I heat with wood, and I feel this saw will replace my Stihl 171 no problem.",5
7/21/2018,48-22-8250,Jobsite Cooler,"I have had a number of coolers, both hard and soft sided. Most of the soft sided ones leak and the hard ones didn’t seal well after a while. The Milwaukee Jobsite Cooler bag manage to keep ice all day.  I panicked when I went on vacation and remembered that I left the cooler on my passenger seat.  When i returned 8 days later the bag was still half filled with water and the 2 cans of soda had exploded from the heat. No leaks and after a good cleanind with dish soap,as good as new.",5
7/22/2018,48-22-3100,INKZALL™ Black Fine Point Marker,"Used it for marking steel, as soon as it went over a oily or dusty surface , tip clogged up and wouldn't write on clean steel again , there was no excessive dust or oil , so was very disappointed with its performance as it came recommended for oily surfaces from the sales rep.",1
7/22/2018,2803-20,"M18 FUEL™ 1/2"" Drill Driver (Tool Only)","Whaaa!! What a Powerful Piece of Kit! This Drill powers its way through materials like nothing else cordless !! I was drilling  2 1/2 “ holes through multiple 2x6 for 2”EMT ... using the Milwaukee Blade Auger Bit , caught a nail halfway , With the drill in hand it lifted me right off the floor ! That’s 250lbs ... totally impressed !!!",5
7/22/2018,48-22-2761,11in1 Screwdriver SQ,"I remodel apartments, one after another. It sees use when changing door swing on new refrigerators, changing outlets and covers. This screwdriver works well for so many tasks especially with the 3 bit drivers. It's nice too have one tool that succeeds in serving multiple uses.",4
7/23/2018,2106,Alk Headlamp,"I bought the light for the brightness of light, but high mode will not stay on.  Within 4 seconds of turning on the high mode switches to medium,  every time.",1
7/23/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","So far so go, I cut 3 downed cedar trees, around 30 feet each, 18 inch at the base, limbs, stumps and all on one charge.  The saw is quiet, fast and easy to handle.  Would love to see Milwaukee sell a case and the and all the accessories for the saw as well.",5
7/23/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","I trimmed trees all weekend long and it is a very impressive tool. very quick cutting never bogs down or stall out. 12.0 battery last forever and charges back up quickly with the rapid charger. I thought the 16"" bar would be too long for the cordless tool but it is a perfect match with the Milwaukee power. I have been asking tool reps for 3 years now when this was going to happen and the day has come, all i can say is  Buy Buy Buy.",5
7/24/2018,49-40-6110,Cutting Dust Shroud,"This tool did not fit my Milwaukee 18v 4.5"" grinder.  Nothing in the instructions indicates what models do fit.",1
7/24/2018,2771-20,M18™ Transfer Pump,used this pump for my camp trailer to transfer water from six gallon water jugs to trailer tank did the job fast no more lifting getting wet or holding jug for five minutes,5
7/24/2018,48-22-8424,PACKOUT™ Tool Box,"I have 1 for each of the following:
Cordless Sawzall and batteries and blades
Cordless Super Hawg with bits and batteries 
Cordless M18 hammer drill with bits and batteries",5
7/25/2018,48-22-8424,PACKOUT™ Tool Box,"Great product, feels super durable and survived shipping trip from UPS. Trays can be found at Acme Tools and others. Search for item #31-01-8424. Dissatisfied reviewer probably forgot to look on the internet.",5
7/26/2018,6034-21,"5"" Random Orbit Palm Sander","We use these orbital sanders throughout the day to make jump rails. We prefer the adhesive pads instead of hook and loop since the hook and loop fails quickly on rounded surfaces resulting in flying sanding disks. We currently have 3 Milwaukees, 5 Makitas, 1 Ridgid, 4 Ryobis and 1 Dewalt orbital sander. The Milwaukees are the new units.We haven't had any failures yet on the other brands (over 5 years of ownership). At close to a year of use, we had 1 Milwaukee fail this month with the bearing falling off. Luckily it is easy to get these tools repaired at a close warranty center but it takes a while for the repaired unit to come back. We are trying to move to Milwaukee only brand facility so I may be doing regular trips to the warranty center for these units. Our other Milwaukee power tools seem to be holding up OK except for 1 cordless drill and impact set that had switch failures after 3 years of use.",1
7/26/2018,2757-20,"M18 FUEL™ with ONE-KEY™ 1/4"" Hex Impact Driver (Tool Only)",This is the best impact I have ever used in 14years,5
7/26/2018,2853-22,"M18 FUEL™ 1/4"" Hex Impact Driver Kit","I tried this again Ridgid and dewalt both newest models of each and it was by far the fastest, it drives 1/2” x 6” lag bolts into spruce with very little effort and the Ridgid got very hot doing the same application (the dewalt battery was down to less than half the charge after 2 lags)",5
7/26/2018,2725-21HD,M18 FUEL™ String Trimmer Kit,first time I used it was great after having it a month it started heating up only gave me 40 minutes of runtime I would let it cool down then I would get 20 minutes run time and as I rotated it from vertical two flat it would short out stop working trigger I would release and engage make a couple rotations and Stop let it cool down and get 10 minutes of run time it's getting worse got 30 minutes of runtime and it just shut off this is not a homeowner trimmer it's only 2 months old need some help Milwaukee,1
7/26/2018,2360-20,M18™ ROVER™ LED Dual Power Flood Light,"excellent light, very durable. i only wish when it was plugged in, it would run the light and charge the battery at the same time. it is an led which really doesnt consume that much",5
7/26/2018,49-22-0065,Plumbers' Selfeed Bit Kit (7 PC),Need the part number for the 7/8 bit and quick lock extension. Thanks!,5
7/26/2018,2725-20,M18 FUEL™ String Trimmer (Tool Only),"I too really wish it had a shoulder strap, also find the guard a bit small and got covered in grass. And got the long brush wrapped around the head. (Never had these issues with my gas trimmer.) I dont have a problem dealing with the torx head screws, would be nice if they were slotted to allow for a flat head screwdriver as an option. I like the nail hole in the back to hang it from and its quiet. Feels like quality. Next time im going to use my 4.0ah battery and see if its easier to carry around.",3
7/27/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,"i was so excited to try the 12.0 in my fuel weedwacker, the weed wacker is as powerful  as a gas one but the run time from a 9.0 compared to 1 tank of gas in a echo does not equal out, i wanted the longer run time from the 12.0 so i can replace the echo finaly! 
i come to find out the 12.0 and weedwacker are not a good mix, 9.0's like i said operate the tool well, the 12.0 make the tool after a few mins of run time operate bad, it shuts the tool down, and a simple reset of the trigger turns it back on but the longer u use the tool the more often it shuts down till it gets to a point where 1 battery bar left the tool wont run, its almost as tho the 12.0 puts out too much power and the redlink shuts the tool down . i am very disapointed to leave this review i have over 20 milwaukee m18/m12 tools and love your tools, i would like to have this issue resolved!",3
7/27/2018,2792-20,M18™ Jobsite Radio/Charger,"I am a very big fan of Milwaukee products.  The M18 products are the only cordless tools that will hold up in a factory work place.  I've have 2 of the first Milwaukee radios, and they still work great.  This new bluetooth one is junk.  Shouldn't be considered bluetooth cause it don't work.",1
7/27/2018,2111-21,USB Rechargeable Hard Hat Headlamp,"I work for a power company, so looking 50ft in the air at night is the norm, and i can see the pole tops easily with this light recharge time isnt that long and you can purchase a battery and charger for 40bucks so no more carrying around a box of double As. My only complaint is the hard hat clips, don't get me wrong they're fine and the band holds good without them in the first place but why any manufacturers haven't made a better  design is beyond me",5
7/27/2018,2105,Alkaline Pen Light,I do a lot of mechanic work this light is great to keep in a shirt pocket it's nice that it has the rubber button housing for when I need both hands to work on what I'm working on I can bite on it and not hurt my teeth or worry about slipping also is so surprisingly bright for its size and for the price you cant beat it I bought one for all of my vehicles,5
7/27/2018,2732-21HD,"M18 FUEL™ 7-1/4"" Circular Saw Kit","Great product. Works with all M18 batteries. Kit comes with bag, saw, rapid charger, allen wrench(on board storage into the saw), a 24Tooth framing blade, and a 12.0ah Battery.  I recommend using a5ah battery instead of the 12 due to the weight. The weight was not an issue when I was making straight cuts, but while making beveled cuts with the 12.0 the saw becomes very unbalanced. As there is a lot of weight on the right side of the saw.

Weight:
The weight without the battery was about 8.6 lbs, 
 10.2 lbs with my 5ah 
11.8 with my 12ah battery

Not just for 12.0 ah batteries:
I was able to use my 5.0ah battery as well as my 12.0ah battery with no problems. I have a 3 and 9 I have not used them yet but I will try

What attracted me to the saw and performance:
.I used this saw on some 2x on a jobsite and it ripped right through it. In comparison I was using the 2630 and 2730 and really SAW the difference in speed. The depth guide is behind the blade near the handle, there are markings that are kind of hard to see as the etchings are the same color as the guard and not colored The main reason I decided to get another framing saw was not due to the speed or power. As I am getting older I want to take better care of myself, so safety plays a big part. Breathing in all of the saw dust and especially the dust from MDF is not good for you. I got this solely for the dust port. I ended up buying a tracksaw from a brand that I was not invested in months ago, only because the tracksaws were the only saws on the market with a dust port. This saw is a blade right saw. I am a righty and prefer the blade left styles, but I am kind of glad this a blade right. I connected my vacuum to it I did not have to worry about the hose getting in the way. I cannot wait to try this with the new bac- pac- vac, especially since supposedly it runs quieter. The dust port worked wonderfully as it collected about 90% of the dust from the saw. So I am happy, in addition to safety reasons, having the dust port on the saw attached to vacuum will reduce the cleanup time afterwards.  Love the addition of the dustport

Installing the dust port is simple. Just unscrew the dust shoot on the saw, insert the tab on the far right into it's slot and then screw the port to the saw. 

Charger:
The rapid charger was able to charge the 12ah battery in about 100 minutes. In comparison , the regular m12/m18 charger took about 210minutes to charge the battery.
The 12.0 batteryHow you use this product. Things that are great about it. Things that aren't great about it.",5
7/28/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","Just bought this saw yesterday. Charged in under 2hrs. Took it out today and cut for about an hour straight. I was only cutting Ash about 6"" thick but it was going thru them like butter. Went down 1 bar of battery. Quiet, quick, and easy to use! Definitely recommend this saw.",5
7/29/2018,2557-22,"M12 FUEL™ 3/8"" Ratchet 2 Battery Kit","I have used the 1/4 drive for over 3 years I have experienced flawless performance, I do wish the 3/8 drive could have better RPM's and torque and I would buy it if it. Batteries runs almost all day before I have to switch,I do hurricane shutters",5
7/29/2018,2645-20,M18™ Jig Saw (Tool Only),"Blade does not track at all. Impossible to get an accurate cut. Bends my blades. Blades jump off of the guide wheel. The plastic chip guard broke almost immediately. Pivot base won’t tighten. 

Basically this tool design is severely flawed and should never have hit the market. I should have returned it immediately but it was part of a combo pack. Wish I had. 

I have a shop full of Milwaukee tools but I will be very reluctant to buy another one after this experience.",1
7/29/2018,48-22-7314,CHEATER PIPE WRENCH,"Perfect Pipe Wrench for Multiple Applications! Works GREAT!!! Not once have I had the teeth slip off the pipe like my old set. Very easy to Adapt for different pipe sizes and/or limited
work space!!! Absolutely love it......
5 stars all the way⭐⭐⭐⭐. I also really dig the aluminium set Milwaukee launched last year. Can't go wrong buying any of the Milwaukee hand tools!!! I'm hooked on heavy duty quality and the factory lifetime warranty. 
Look forward to seeing what new innovative tools are on the horizon.",5
7/30/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,I bought this new M18 12Ah battery to use it with my rocket light. Unfortunately it doesn’t fit in a first generation light. Disappointed. I will use this battery for all of my other tools but this is a big letdown,3
7/31/2018,2738-20,M18 FUEL™ 7” Variable Speed Polisher (Tool Only),Polishing cordless is worth it. I have 3 9.0 batteries.  They last about an hour each. But with the rapid charger a dead battery is charged by the time I drain another. Absolutely awesome!,5
7/31/2018,2553-22,"M12 FUEL™ 1/4"" Hex Impact Driver Kit","This driver reaches both low and high.
It has a low setting which won't break small screws such as electrical devices. The ratcheting clutch sounds weird, but has been setup to slowly tighten those little screws giving you fantastic  control. The medium setting is most helpful driving #8 - #10 self trappers- common every day things. The high speed setting has power that is normally reserved for 18v tools. It does not back down from a challenge.
It's almost an inch shorter than the previous one, which I still use. This extra inch is going to come in handy. Beautiful execution of a plan, Milwaukee! This is why you're the best.",5
7/31/2018,2106,Alk Headlamp,looks like I'm not the only person who had issues with the light breaking. Exact same thing as everyone else the plastic snaps at the hinge after 2 weeks. I replaced the first one thinking it was a defective unit but it looks like it's a defective product design.  Milwaukee needs to pull these things off the shelves. At $40+ for a light I expect a lot better.,1
7/31/2018,2724-20,M18 FUEL™ Blower (Tool Only),"This is a great little blower, but it uses batteries quickly. I made the mistake of trying it with some of my other M18 batteries and it overheated them. The 4.0 battery overheated and was dead in a few minutes. The 2.0 battery lasted less than one minute. I called Milwaukee & they said only use the 9.0 battery with outdoor accessories.",4
7/31/2018,48-22-4537,Long Cut Straight Aviation Snips,Snips cut great. Hold sharpness very well. Only complaint is the lock. Any time you point the tip down to cut they lock shut in the material or the lock snags and prevents you from cutting all the way to the tip. I have multiple pairs and all are the same way.,3
7/31/2018,2646-20,M18™ Cordless 2-Speed Grease Gun (Tool Only),"Im a daily greaser of large agricultural tractors and construction equipment. I have many M18 and M12 tools. I’m a huge fan of the two lines, so I figured I’d go with the M18 grease gun. The first gun I received, the second gear was grinding right out of the box. First gear worked no problem.  Not a big deal… Manufacturing defects happen so I understand. My problem is the design, not the quality.  First issue is the air bleed button. It’s a great addition for a grease gun, but I found that it is very sensitive to minor bumps and releases grease on things when it is inadvertently tapped. This happened 3 times. I ended up with grease on my nice tool tote.  Consider a 90 degree cam to where it’ll bleed when you unlock it. When done bleeding just return it to the locked position. second problem is the semi enclosed casing that goes around the grease tube holder. The inside of the casing is not smooth and will prove impossible to get a good cleaning. Third issue, and not a big deal, please include the carry strap with the tool only. I understand that it only comes with the kit. I tried to find the strap on the website but looks like it isn’t sold individually. I took a Kobalt strap from an old tool bag and hooked it up to the gun, worked perfectly but I’d rather stick to red on red, not blue on red, especially since the color and brand are identifiers for my tools versus every one else around me who all seem to be dewalt. Like I said, not a huge deal. I read that the clips on the Milwaukee strap are junk. At least my kobalt strap has some nice solid clips.",2
8/1/2018,49-20-0001,Collated Magazine,"Can't screw into internals, can't screw around metal and ally door frames. It's great on a straight run. And depth changes on it's own causing it to jam.",1
8/1/2018,48-22-5136,35' Tape Measure,"Purchased 2 of the 35' tape measures, both in less than a week sprung the end of the tape. Neither tape can be extended out to measure with out curling on the end.",2
8/1/2018,2803-22,"M18 FUEL™ 1/2"" Drill Driver Kit","Feels awesome in the hand, very light weight, excellent power when trying to power through heavy lumber.  Love this drill!",5
8/1/2018,48-22-8541,46 in 8 Drawer Top Chest,This is great tool box. Finally I can get tools in one spot. Looks great and having built in power strips is huge since batteries can be easily charged.,5
